data_movimentacao,observacoes,conta_bancaria_id,tipo_movimentacao,organization_id,valor,id,saldo_anterior,lancamento_financeiro_id,descricao,saldo_posterior,created_date,updated_date,created_by_id,created_by,is_sample
"2026-04-22","Movimentação automática da OS #OS4450","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","1175","69ea0f7a3814af103dd67d02","103355.995","69ea0f795954f5e3a3d39ce1","Recebimento OS #OS4450 - Parcela 2/2","104530.995","2026-04-23T12:24:26.102000","2026-04-23T12:24:26.102000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-20","Movimentação automática da OS #OS4450","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69ea0f78c7901e005502cfae","103355.995","69ea0f78ef790cd8457ede23","Recebimento OS #OS4450 - Parcela 1/2","103355.995","2026-04-23T12:24:24.800000","2026-04-23T12:24:24.800000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-03-11","Movimentação automática da OS #OS4308","6967da89b2b38c787b2c16c3","entrada","69864e74fb6fe137d3577c07","0","69e92914eb50906a3241f0c0","26096","69e929149414673dd49585fc","Recebimento OS #OS4308 - Parcela 1/2","26096","2026-04-22T20:01:24.700000","2026-04-22T20:01:24.700000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-22","Movimentação automática da OS #OS4479","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e8c6d358fe280c8f21fcbf","138807.145","69e8c6d2fe5f8cead52fb2eb","Recebimento OS #OS4479 - Parcela 1/2","138807.145","2026-04-22T13:02:11.379000","2026-04-22T13:02:11.379000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-20","Movimentação automática da OS #OS4481","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e8c64f86d1eaa39bc262a6","138807.145","69e8c64f7065444e80b6d021","Recebimento OS #OS4481 - Parcela 1/2","138807.145","2026-04-22T12:59:59.825000","2026-04-22T12:59:59.825000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-22","Movimentação automática da OS #OS4462","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","357.5","69e8c30df528be4037a8d61c","138449.645","69e8c30cbaf2e4b46a87688a","Recebimento OS #OS4462 - Parcela 2/2","138807.145","2026-04-22T12:46:05.077000","2026-04-22T12:46:05.077000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-20","Movimentação automática da OS #OS4462","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","357.5","69e8c30b79f373bddf10362e","138092.145","69e8c30b5030668332ddf2e7","Recebimento OS #OS4462 - Parcela 1/2","138449.645","2026-04-22T12:46:03.679000","2026-04-22T12:46:03.679000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-17","Movimentação automática da OS #OS4483","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","0","69e8c2c97bcbce7c004550a9","4430","69e8c2c8909c4625475b3996","Recebimento OS #OS4483 - Parcela 1/2","4430","2026-04-22T12:44:57.145000","2026-04-22T12:44:57.145000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-13","Movimentação automática da OS #OS4325","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","2095","69e76f37de47d59ed171b1b6","135997.145","69e76f361d9ab047c40ba3f8","Recebimento OS #OS4325 - Parcela 3/3","138092.145","2026-04-21T12:36:07.235000","2026-04-21T12:36:07.235000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-03-17","Movimentação automática da OS #OS4325","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","2000","69e76f36211c191363d53a7f","133997.145","69e76f353b9677b6c9b3257a","Recebimento OS #OS4325 - Parcela 2/3","135997.145","2026-04-21T12:36:06.201000","2026-04-21T12:36:06.201000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-13","Movimentação automática da OS #OS4325","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e76f35994c2bfeb748634a","133997.145","69e76f344a566a368d0bb1b0","Recebimento OS #OS4325 - Parcela 1/3","133997.145","2026-04-21T12:36:05.174000","2026-04-21T12:36:05.174000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-16","Movimentação automática da OS #OS4460","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","0","69e6637da0cb7b1d51e1aa92","5189.47","69e6637d2a1f991e9014535d","Recebimento OS #OS4460 - Parcela 1/3","5189.47","2026-04-20T17:33:49.932000","2026-04-20T17:33:49.932000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-16","Movimentação automática da OS #OS4474","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","0","69e66305f936a904b98c91f5","5189.47","69e663056dd7b565410d845a","Recebimento OS #OS4474 - Parcela 1/2","5189.47","2026-04-20T17:31:49.641000","2026-04-20T17:31:49.641000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-17","Movimentação automática da OS #OS4457","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","740","69e27bc3367cf8c3a612279d","133257.145","69e23928502e8c8caadc22b0","[Pago] Recebimento OS #OS4457 - Parcela 2/2","133997.145","2026-04-17T18:28:19.190000","2026-04-17T18:28:19.190000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-17","Movimentação automática da OS #OS4457","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","740","69e27bc3c93234230dd8f0dc","133257.145","69e23928502e8c8caadc22b0","[Pago] Recebimento OS #OS4457 - Parcela 2/2","133997.145","2026-04-17T18:28:19.125000","2026-04-17T18:28:19.125000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-17","Movimentação automática da OS #OS4454","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","800","69e276f5f651c030ec0d371c","132457.145","69e276f56a647fe1052e790f","Recebimento OS #OS4454 - Parcela 2/2","133257.145","2026-04-17T18:07:49.626000","2026-04-17T18:07:49.626000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-17","Movimentação automática da OS #OS4454","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","1400","69e276f45321262d75b26089","131057.14499999999","69e276f3010bcfaed2c560bb","Recebimento OS #OS4454 - Parcela 1/2","132457.145","2026-04-17T18:07:48.131000","2026-04-17T18:07:48.131000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-17","Movimentação automática da OS #OS4009","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","885","69e23c9615bfc7bfce0e7cb8","4304.47","698103306e2758a1d0e9dbe5","[Pago] Recebimento OS #OS4009 - Parcela 5/5","5189.47","2026-04-17T13:58:46.009000","2026-04-17T13:58:46.009000","6995da09baeade58cad85b32","marcineiahm@gmail.com","false"
"2026-04-17","Movimentação automática da OS #OS4009","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","885","69e23c9452768daa3a62bc38","3419.4700000000003","698103306e2758a1d0e9dbe5","[Pago] Recebimento OS #OS4009 - Parcela 5/5","4304.47","2026-04-17T13:58:44.808000","2026-04-17T13:58:44.808000","6995da09baeade58cad85b32","marcineiahm@gmail.com","false"
"2026-04-17","Movimentação automática da OS #OS4273","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","120","69e23993c48508df6ffbba61","130937.14499999999","69c522d91cc682006bb34490","[Pago] Recebimento OS #OS4273 - Parcela 2/2","131057.14499999999","2026-04-17T13:45:55.407000","2026-04-17T13:45:55.407000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-17","Movimentação automática da OS #OS4398","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","90","69e2395cc36e59b8f557ee42","130847.14499999999","69cc19909358e5e06251d509","[Pago] Recebimento OS #OS4398 - Parcela 2/2","130937.14499999999","2026-04-17T13:45:00.238000","2026-04-17T13:45:00.238000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-15","Movimentação automática da OS #OS4457","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e2392765700cfbc0cbd7a7","130847.14499999999","69e23926ecee7f99a046985b","Recebimento OS #OS4457 - Parcela 1/2","130847.14499999999","2026-04-17T13:44:07.209000","2026-04-17T13:44:07.209000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-16","Movimentação automática da OS #OS4458","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e238ef0a7fbc156c8fed17","130847.14499999999","69e238ee6b2bf25ae5a3609f","Recebimento OS #OS4458 - Parcela 1/2","130847.14499999999","2026-04-17T13:43:11.120000","2026-04-17T13:43:11.120000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-15","Movimentação automática da OS #OS4456","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e23868e303063980589fa9","130847.14499999999","69e23868e6378454bbc9c9e7","Recebimento OS #OS4456 - Parcela 1/2","130847.14499999999","2026-04-17T13:40:56.483000","2026-04-17T13:40:56.483000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-15","Movimentação automática da OS #OS4455","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","0","69e2383c9cd4878176b58f76","4430","69e2383ce8bd058ad8f48557","Recebimento OS #OS4455 - Parcela 1/2","4430","2026-04-17T13:40:12.999000","2026-04-17T13:40:12.999000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-14","Movimentação automática da OS #OS4435","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e236a1578a7e458bfa898e","130847.14499999999","69e236a026500bb3f59dcfc1","Recebimento OS #OS4435 - Parcela 1/2","130847.14499999999","2026-04-17T13:33:21.232000","2026-04-17T13:33:21.232000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-14","Movimentação automática da OS #OS4401","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e23674f2599fb4dbfe6ee9","130847.14499999999","69e236733a2e04e39c319666","Recebimento OS #OS4401 - Parcela 1/2","130847.14499999999","2026-04-17T13:32:36.165000","2026-04-17T13:32:36.165000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-14","Movimentação automática da OS #OS4444","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","0","69e235c9502e8c8caadc1e06","4430","69e235c9dad2c67366688b4d","Recebimento OS #OS4444 - Parcela 1/2","4430","2026-04-17T13:29:45.655000","2026-04-17T13:29:45.655000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-15","Movimentação automática da OS #OS4464","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","0","69e235914716968397814acb","4430","69e235907f1e23fea5942177","Recebimento OS #OS4464 - Parcela 1/2","4430","2026-04-17T13:28:49.034000","2026-04-17T13:28:49.034000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-16","Movimentação automática da OS #OS4449","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","1100","69e222b4c5ab2b2714418686","129747.14499999999","69e222b3363272c80a01fac5","Recebimento OS #OS4449","130847.14499999999","2026-04-17T12:08:20.028000","2026-04-17T12:08:20.028000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-15","Movimentação automática da OS #OS4469","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","150","69e22165518557cfbe4bd947","129597.14499999999","69e22164d0d3038851d60344","Recebimento OS #OS4469","129747.14499999999","2026-04-17T12:02:45.118000","2026-04-17T12:02:45.118000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-15","Movimentação automática da OS #OS4465","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","1600","69e2213c1c6f45fc20642414","127997.14499999999","69e2213c08e65106a70e1a4c","Recebimento OS #OS4465","129597.14499999999","2026-04-17T12:02:04.995000","2026-04-17T12:02:04.995000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-16","Movimentação automática da OS #OS4429","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","910","69e2210ab628c89c298a2a2a","127087.14499999999","69de90bc04b94dfdfaf9e4c0","[Pago] Recebimento OS #OS4429 - Parcela 2/2","127997.14499999999","2026-04-17T12:01:14.121000","2026-04-17T12:01:14.121000","6995da09baeade58cad85b32","marcineiahm@gmail.com","false"
"2026-04-16","Movimentação automática da OS #OS4412","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","90","69e220d19f8a83463020474b","126997.14499999999","69d538a5c71afda3a9251e9e","[Pago] Recebimento OS #OS4412 - Parcela 2/2","127087.14499999999","2026-04-17T12:00:17.462000","2026-04-17T12:00:17.462000","6995da09baeade58cad85b32","marcineiahm@gmail.com","false"
"2026-04-15","Movimentação automática da OS #OS4443","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","840","69e2202825ddd13dfdcbdea4","126157.14499999999","69e22028c48508df6ffb9a89","Recebimento OS #OS4443 - Parcela 2/2","126997.14499999999","2026-04-17T11:57:28.610000","2026-04-17T11:57:28.610000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-14","Movimentação automática da OS #OS4443","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69e220271bf1575fa86d24e9","126157.14499999999","69e2202674db748314133876","Recebimento OS #OS4443 - Parcela 1/2","126157.14499999999","2026-04-17T11:57:27.181000","2026-04-17T11:57:27.181000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-14","Movimentação automática da OS #OS4440","6967da89b2b38c787b2c16c3","entrada","69864e74fb6fe137d3577c07","695","69e21fa90cae2cf32040f7dd","25401","69e21fa8e7b430e1e0bb054c","Recebimento OS #OS4440","26096","2026-04-17T11:55:21.009000","2026-04-17T11:55:21.009000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-11","Movimentação automática da OS #OS4050","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","545","69e15c94f0bbc78acbddadf8","2874.4700000000003","699c504d9881becaaaac332d","[Pago] Recebimento OS #OS4050 - Parcela 5/5","3419.4700000000003","2026-04-16T22:03:00.620000","2026-04-16T22:03:00.620000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-13","Movimentação automática da OS #OS4163","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","330","69e15c7e718b6801f3138aed","2544.4700000000003","699c53acb1fe09a3f0a3f26b","[Pago] Recebimento OS #OS4163 - Parcela 4/4","2874.4700000000003","2026-04-16T22:02:38.392000","2026-04-16T22:02:38.392000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-07","Movimentação automática da OS #OS4217","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","260","69e15c4093100ee5dd0d4360","2284.4700000000003","69a1e023fafa59a892876320","[Pago] Recebimento OS #OS4217 - Parcela 3/4","2544.4700000000003","2026-04-16T22:01:36.621000","2026-04-16T22:01:36.621000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-14","Movimentação automática da OS #OS4227","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","260","69e15bfb86d407542c571b35","2024.4700000000003","69b94533b580b38a0eba3c08","[Pago] Recebimento OS #OS4227 - Parcela 3/3","2284.4700000000003","2026-04-16T22:00:27.360000","2026-04-16T22:00:27.360000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-14","Movimentação automática da OS #OS4242","696a7a606110b7df8db70dd9","entrada","69864e74fb6fe137d3577c07","517","69e15bd9c4a21c1fe3163d5d","1507.4700000000003","69b945982004cab3ffe536c0","[Pago] Recebimento OS #OS4242 - Parcela 3/5","2024.4700000000003","2026-04-16T21:59:53.189000","2026-04-16T21:59:53.189000","68bf5a54d2be85c156a85dfd","marquesmd9@gmail.com","false"
"2026-04-14","Movimentação automática da OS #OS4263","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","545","69dfe23efae2fe30dfff893f","125612.14499999999","69dfe23ed4810bc138ef95da","Recebimento OS #OS4263 - Parcela 2/2","126157.14499999999","2026-04-15T19:08:46.436000","2026-04-15T19:08:46.436000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-03-05","Movimentação automática da OS #OS4263","6967da592d219d1a3411f847","entrada","69864e74fb6fe137d3577c07","0","69dfe23d76ddca3428c8f0ef","125612.14499999999","69dfe23c12d5e5a84526be43","Recebimento OS #OS4263 - Parcela 1/2","125612.14499999999","2026-04-15T19:08:45.302000","2026-04-15T19:08:45.302000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-03-18","Movimentação automática da OS #OS4351","6967da89b2b38c787b2c16c3","entrada","69864e74fb6fe137d3577c07","0","69dfddb66caf2f216495e437","25401","69dfddb5a3844c045a09c031","Recebimento OS #OS4351 - Parcela 1/2","25401","2026-04-15T18:49:26.087000","2026-04-15T18:49:26.087000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-30","Movimentação automática da OS #OS4427","6967da89b2b38c787b2c16c3","entrada","69864e74fb6fe137d3577c07","150","69dfd0dc210ecf190764de4a","25251","69de92b87057ad5db4e41b06","[Pago] Recebimento OS #OS4427 - Parcela 2/2","25401","2026-04-15T17:54:36.752000","2026-04-15T17:54:36.752000","6995da09baeade58cad85b32","marcineiahm@gmail.com","false"
"2026-04-10","Movimentação automática da OS #OS4329","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","1715","69dfcc6243e165ee504b869c","2715","69dfcc625a49bccf73810850","Recebimento OS #OS4329 - Parcela 3/3","4430","2026-04-15T17:35:30.843000","2026-04-15T17:35:30.843000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-02","Movimentação automática da OS #OS4329","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","875","69dfcc61504b59fa1081be3b","1840","69dfcc619a20b04e7446c3f6","Recebimento OS #OS4329 - Parcela 2/3","2715","2026-04-15T17:35:29.656000","2026-04-15T17:35:29.656000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-03-17","Movimentação automática da OS #OS4329","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","0","69dfcc60060a4f8665ddb6aa","1840","69dfcc600b38a44272b7c718","Recebimento OS #OS4329 - Parcela 1/3","1840","2026-04-15T17:35:28.524000","2026-04-15T17:35:28.524000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-10","Movimentação automática da OS #OS4396","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","2625","69dfcbb5e0eecde908fe78c7","2965","69dfcbb5549eb135690ea7f1","Recebimento OS #OS4396 - Parcela 2/3","5590","2026-04-15T17:32:37.571000","2026-04-15T17:32:37.571000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"2026-04-02","Movimentação automática da OS #OS4396","6968e1d83874701eaa7fdfcd","entrada","69864e74fb6fe137d3577c07","0","69dfcbb47e50041514bd8cf3","2965","69dfcbb4bb96e36372aac373","Recebimento OS #OS4396 - Parcela 1/3","2965","2026-04-15T17:32:36.419000","2026-04-15T17:32:36.419000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
