ordem_servico_id,forma_pagamento,observacoes,numero_parcela,organization_id,data_pagamento,id,valor_parcela,data_vencimento,status,lancamento_financeiro_id,created_date,updated_date,created_by_id,created_by,is_sample
"69b419112381913ac3966946","pix","","1","69864e74fb6fe137d3577c07","2026-04-21","69e76f3411f1cdc653851ea9","0","2026-04-13","pago","69e76f344a566a368d0bb1b0","2026-04-21T12:36:04.571000","2026-04-21T12:36:05.552000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df8ed0031e9b824bec145f","boleto","","3","69864e74fb6fe137d3577c07","","69e6637f64dc4eb6a6baa840","312.5","2026-05-26","pendente","69e6637f0c817e33ad4fe3be","2026-04-20T17:33:51.416000","2026-04-20T17:33:51.782000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df8ed0031e9b824bec145f","boleto","","2","69864e74fb6fe137d3577c07","","69e6637e74a810f9c1cb11de","312.5","2026-05-06","pendente","69e6637e715ead69de3f8c4b","2026-04-20T17:33:50.586000","2026-04-20T17:33:51.196000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df8ed0031e9b824bec145f","boleto","","1","69864e74fb6fe137d3577c07","2026-04-20","69e6637df936a904b98c9204","0","2026-04-16","pago","69e6637d2a1f991e9014535d","2026-04-20T17:33:49.210000","2026-04-20T17:33:50.364000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69e28d283131e8e727cd7588","boleto","","2","69864e74fb6fe137d3577c07","","69e66306497d4358ca4bfdda","260","2026-05-06","pendente","69e663065685f003aad27248","2026-04-20T17:31:50.305000","2026-04-20T17:31:50.722000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69e28d283131e8e727cd7588","boleto","","1","69864e74fb6fe137d3577c07","2026-04-20","69e66305fba7fae59322cb62","0","2026-04-16","pago","69e663056dd7b565410d845a","2026-04-20T17:31:49.017000","2026-04-20T17:31:50.104000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de959295653364d0799e4d","pix","","2","69864e74fb6fe137d3577c07","2026-04-17","69e276f45a5411c3e0efae6a","800","2026-04-17","pago","69e276f56a647fe1052e790f","2026-04-17T18:07:48.907000","2026-04-17T18:07:50.044000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de959295653364d0799e4d","pix","","1","69864e74fb6fe137d3577c07","2026-04-17","69e276f3893461b797fc92fd","1400","2026-04-17","pago","69e276f3010bcfaed2c560bb","2026-04-17T18:07:47.439000","2026-04-17T18:07:48.741000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69dea7195a2826c5de22aa7d","dinheiro","","2","69864e74fb6fe137d3577c07","2026-04-17","69e239274383cc129ae587a6","740","2026-04-24","pago","69e23928502e8c8caadc22b0","2026-04-17T13:44:07.967000","2026-04-17T18:28:16.724000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69dea7195a2826c5de22aa7d","dinheiro","","1","69864e74fb6fe137d3577c07","2026-04-17","69e239264206a18ce8d2150b","0","2026-04-15","pago","69e23926ecee7f99a046985b","2026-04-17T13:44:06.673000","2026-04-17T13:44:07.725000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df859c92256ee3e4452d43","pix","","2","69864e74fb6fe137d3577c07","2026-04-22","69e238ef0cae2cf32041282f","500","2026-04-27","pago","69e238f0c3e012a2cecd5323","2026-04-17T13:43:11.867000","2026-04-22T12:39:03.346000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df859c92256ee3e4452d43","pix","","1","69864e74fb6fe137d3577c07","2026-04-17","69e238ee264915a58c107734","0","2026-04-16","pago","69e238ee6b2bf25ae5a3609f","2026-04-17T13:43:10.563000","2026-04-17T13:43:11.654000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de9c33d2e955252b2f4186","pix","","2","69864e74fb6fe137d3577c07","","69e2386936f1fcf3ec26b310","485","2026-04-27","pendente","69e23869ce30e864f94ff0f0","2026-04-17T13:40:57.139000","2026-04-17T13:40:57.508000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de9c33d2e955252b2f4186","pix","","1","69864e74fb6fe137d3577c07","2026-04-17","69e2386790e54223ccb024df","0","2026-04-15","pago","69e23868e6378454bbc9c9e7","2026-04-17T13:40:55.930000","2026-04-17T13:40:56.951000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de9a6434f594b5c971c179","cheque","","2","69864e74fb6fe137d3577c07","","69e2383d5c3fd581a70e7c65","965","2026-04-27","pendente","69e2383ef0d48a83f4a05ada","2026-04-17T13:40:13.748000","2026-04-17T13:40:15.181000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de9a6434f594b5c971c179","cheque","","1","69864e74fb6fe137d3577c07","2026-04-17","69e2383cb3b0735af0cf7d9b","0","2026-04-15","pago","69e2383ce8bd058ad8f48557","2026-04-17T13:40:12.452000","2026-04-17T13:40:13.566000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d8dc6ecee9b8707d0ad1ae","pix","","2","69864e74fb6fe137d3577c07","","69e236a1b2d9e11e457d1be3","600","2026-04-24","pendente","69e236a2e88128421885d099","2026-04-17T13:33:21.850000","2026-04-17T13:33:22.200000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d8dc6ecee9b8707d0ad1ae","pix","","1","69864e74fb6fe137d3577c07","2026-04-17","69e236a039d90a05a7b5264a","0","2026-04-14","pago","69e236a026500bb3f59dcfc1","2026-04-17T13:33:20.702000","2026-04-17T13:33:21.658000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69cbf380c552659189b4e17c","pix","","2","69864e74fb6fe137d3577c07","","69e236743754e826bdbc6f04","800","2026-04-24","pendente","69e23674247ec646312a4eed","2026-04-17T13:32:36.722000","2026-04-17T13:32:37.054000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69cbf380c552659189b4e17c","pix","","1","69864e74fb6fe137d3577c07","2026-04-17","69e23673ce30e864f94fee17","0","2026-04-14","pago","69e236733a2e04e39c319666","2026-04-17T13:32:35.563000","2026-04-17T13:32:36.535000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69dcf27e2313baefff69f1c0","cheque","","2","69864e74fb6fe137d3577c07","","69e235ca7df6dddb2ff71f38","570","2026-05-14","pendente","69e235ca77254e7c96eac95b","2026-04-17T13:29:46.248000","2026-04-17T13:29:46.608000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69dcf27e2313baefff69f1c0","cheque","","1","69864e74fb6fe137d3577c07","2026-04-17","69e235c948a8bfd4b2aa02c9","0","2026-04-14","pago","69e235c9dad2c67366688b4d","2026-04-17T13:29:45.063000","2026-04-17T13:29:46.055000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df9fe7ad104a5cf4a098c5","cheque","","2","69864e74fb6fe137d3577c07","","69e23591ae526de62207402e","430","2026-05-15","pendente","69e23591a7face3f9ac3b634","2026-04-17T13:28:49.634000","2026-04-17T13:28:50.118000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69df9fe7ad104a5cf4a098c5","cheque","","1","69864e74fb6fe137d3577c07","2026-04-17","69e235903a97af85c82f2865","0","2026-04-15","pago","69e235907f1e23fea5942177","2026-04-17T13:28:48.481000","2026-04-17T13:28:49.450000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d93fc70be78ee8d087f051","pix","","2","69864e74fb6fe137d3577c07","2026-04-17","69e22027e3562db287f513a4","840","2026-04-15","pago","69e22028c48508df6ffb9a89","2026-04-17T11:57:27.877000","2026-04-17T11:57:29.024000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d93fc70be78ee8d087f051","pix","","1","69864e74fb6fe137d3577c07","2026-04-17","69e2202651282b7ab14d7954","0","2026-04-14","pago","69e2202674db748314133876","2026-04-17T11:57:26.092000","2026-04-17T11:57:27.577000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69a6c4eadf384d192ae58abd","pix","","2","69864e74fb6fe137d3577c07","2026-04-15","69dfe23d5dc94143b952d058","545","2026-04-14","pago","69dfe23ed4810bc138ef95da","2026-04-15T19:08:45.911000","2026-04-15T19:08:46.784000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69a6c4eadf384d192ae58abd","pix","","1","69864e74fb6fe137d3577c07","2026-04-15","69dfe23c9587c2237a6fd27b","0","2026-03-05","pago","69dfe23c12d5e5a84526be43","2026-04-15T19:08:44.540000","2026-04-15T19:08:45.701000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69baa54492c1dc222b3632ae","dinheiro","","2","69864e74fb6fe137d3577c07","","69dfddb61aeb8b0a52d44377","170","2025-12-31","pendente","69dfddb62bd90a98d025093a","2026-04-15T18:49:26.701000","2026-04-15T18:49:27.173000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69baa54492c1dc222b3632ae","dinheiro","","1","69864e74fb6fe137d3577c07","2026-04-15","69dfddb56c42fe9ef26ea86a","0","2026-03-18","pago","69dfddb5a3844c045a09c031","2026-04-15T18:49:25.579000","2026-04-15T18:49:26.486000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69b4597d31fa55664ef2221e","cheque","","3","69864e74fb6fe137d3577c07","2026-04-15","69dfcc62aa6f9cd3cab03fca","1715","2026-04-10","pago","69dfcc625a49bccf73810850","2026-04-15T17:35:30.273000","2026-04-15T17:35:31.205000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69b4597d31fa55664ef2221e","cheque","","2","69864e74fb6fe137d3577c07","2026-04-15","69dfcc61fbace647b89f433f","875","2026-04-02","pago","69dfcc619a20b04e7446c3f6","2026-04-15T17:35:29.120000","2026-04-15T17:35:30.064000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69b4597d31fa55664ef2221e","cheque","","1","69864e74fb6fe137d3577c07","2026-04-15","69dfcc5f2009a6d58f78df4a","0","2026-03-17","pago","69dfcc600b38a44272b7c718","2026-04-15T17:35:27.919000","2026-04-15T17:35:28.908000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69cab5bcd5cdb8cf8675fc57","cheque","","3","69864e74fb6fe137d3577c07","","69dfcbb6d3a5362a16a48e95","270","2026-04-24","pendente","69dfcbb62287b06922c4b5a2","2026-04-15T17:32:38.297000","2026-04-15T17:32:38.700000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69cab5bcd5cdb8cf8675fc57","cheque","","2","69864e74fb6fe137d3577c07","2026-04-15","69dfcbb523bfe70b77784667","2625","2026-04-10","pago","69dfcbb5549eb135690ea7f1","2026-04-15T17:32:37.011000","2026-04-15T17:32:38.096000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69cab5bcd5cdb8cf8675fc57","cheque","","1","69864e74fb6fe137d3577c07","2026-04-15","69dfcbb36a0edb679c8fff83","0","2026-04-02","pago","69dfcbb4bb96e36372aac373","2026-04-15T17:32:35.906000","2026-04-15T17:32:36.852000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de6bc8f2bde6cc254111a7","boleto","","2","69864e74fb6fe137d3577c07","","69df9a20151c07f7ccd50db3","90","2026-05-04","pendente","69df9a201be531d49cd61600","2026-04-15T14:01:04.032000","2026-04-15T14:01:04.442000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69de6bc8f2bde6cc254111a7","boleto","","1","69864e74fb6fe137d3577c07","2026-04-15","69df9a1e0994080ac6f83dc8","0","2026-04-14","pago","69df9a1f278cdf68dd959991","2026-04-15T14:01:02.782000","2026-04-15T14:01:03.862000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d8f3dae300d6b9001a6547","boleto","","4","69864e74fb6fe137d3577c07","","69df999c8a948ba09566d9c5","275","2026-06-09","pendente","69df999c9a900c3da133a75a","2026-04-15T13:58:52.545000","2026-04-15T13:58:52.906000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d8f3dae300d6b9001a6547","boleto","","3","69864e74fb6fe137d3577c07","","69df999b95a21d9fa5b5485c","275","2026-05-20","pendente","69df999cc3d30048cf935d35","2026-04-15T13:58:51.977000","2026-04-15T13:58:52.383000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d8f3dae300d6b9001a6547","boleto","","2","69864e74fb6fe137d3577c07","","69df999bd65bff8ad51473e5","275","2026-04-30","pendente","69df999b9fc2a9c76b264984","2026-04-15T13:58:51.412000","2026-04-15T13:58:51.775000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69d8f3dae300d6b9001a6547","boleto","","1","69864e74fb6fe137d3577c07","2026-04-15","69df999afed95435ebd1ed1c","0","2026-04-10","pago","69df999aed404efe99029e67","2026-04-15T13:58:50.323000","2026-04-15T13:58:51.219000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
"69b0294db6c7dd2bb719ef59","dinheiro","","2","69864e74fb6fe137d3577c07","","69df8ecaded2e3635eea493d","200","2025-12-31","pendente","69df8ecade6ac5b84dbe4826","2026-04-15T13:12:42.052000","2026-04-15T13:12:42.398000","service_cc865314-18f7-402e-b534-8a8dc7f7e16b","service+cc865314-18f7-402e-b534-8a8dc7f7e16b@no-reply.base44.com","false"
